,baron-human,segerstolpe,muraro,xin,pollen,li
human3_lib2.final_cell_0701,0.69,0.71,0.53,0.51,0.53,0.28
human3_lib2.final_cell_0702,0.83,0.7,0.62,0.56,0.55,0.53
human3_lib2.final_cell_0703,0.65,0.64,0.54,0.56,0.53,0.36
human3_lib2.final_cell_0704,0.77,0.71,0.55,0.64,0.59,0.26
human3_lib2.final_cell_0705,0.87,0.76,0.73,NA,0.56,0.46
human3_lib2.final_cell_0706,0.72,0.63,0.53,0.49,NA,0.28
human3_lib2.final_cell_0707,0.73,0.69,0.57,0.58,0.56,0.18
human3_lib2.final_cell_0708,0.81,0.72,0.59,0.65,0.61,0.3
human3_lib2.final_cell_0709,0.78,0.7,0.59,0.57,0.55,0.37
human3_lib2.final_cell_0710,0.9,0.7,0.67,0.46,0.52,0.42
human3_lib2.final_cell_0711,0.72,0.66,0.53,0.56,0.29,0.39
human3_lib2.final_cell_0712,0.63,0.6,0.51,0.41,0.46,0.37
human3_lib2.final_cell_0713,0.83,0.71,0.66,0.23,0.57,0.47
human3_lib2.final_cell_0714,0.71,0.67,0.49,0.62,0.58,0.41
human3_lib2.final_cell_0715,0.72,0.65,0.59,NA,0.52,0.38
human3_lib2.final_cell_0716,0.66,0.67,0.52,0.49,0.54,0.45
human3_lib2.final_cell_0717,0.83,0.75,0.6,0.64,0.59,0.39
human3_lib2.final_cell_0718,0.76,0.72,0.59,0.56,0.29,0.14
human3_lib2.final_cell_0719,0.83,0.75,0.69,0.62,0.58,0.36
human3_lib2.final_cell_0720,0.92,0.61,0.6,0.39,0.45,0.28
human3_lib2.final_cell_0721,0.87,0.66,0.64,0.45,0.52,0.39
human3_lib2.final_cell_0722,0.69,0.66,0.5,0.53,NA,0.39
human3_lib2.final_cell_0723,0.74,0.71,0.54,0.63,0.58,0.24
human3_lib2.final_cell_0724,0.83,0.71,0.62,0.62,0.56,0.37
human3_lib2.final_cell_0725,0.75,0.68,0.61,0.51,0.6,0.47
human3_lib2.final_cell_0726,0.75,0.68,0.57,0.5,0.46,0.28
human3_lib2.final_cell_0727,0.81,0.72,0.63,0.5,0.47,0.21
human3_lib2.final_cell_0728,0.87,0.67,0.68,0.39,0.48,0.34
human3_lib2.final_cell_0729,0.7,0.68,0.54,0.51,0.52,NA
human3_lib2.final_cell_0730,0.79,0.68,0.58,0.58,0.33,0.42
human3_lib2.final_cell_0731,0.78,0.71,0.59,0.56,0.56,0.36
human3_lib2.final_cell_0732,0.72,0.67,0.45,0.6,0.59,0.39
human3_lib2.final_cell_0733,0.77,0.66,0.56,0.54,0.31,0.22
human3_lib2.final_cell_0734,0.75,NA,0.55,0.53,0.5,0.35
human3_lib2.final_cell_0735,0.64,0.64,0.5,0.57,0.54,0.33
human3_lib2.final_cell_0736,0.79,0.74,0.61,0.58,NA,0.22
human3_lib2.final_cell_0737,0.72,0.68,0.43,0.42,0.43,0.37
human3_lib2.final_cell_0738,0.82,0.73,0.68,0.44,0.45,0.38
human3_lib2.final_cell_0739,0.76,0.68,0.55,0.56,0.53,0.38
human3_lib2.final_cell_0740,0.68,0.43,0.61,0.39,NA,0.17
human3_lib2.final_cell_0741,0.79,0.76,0.64,0.62,0.35,0.23
human3_lib2.final_cell_0742,0.7,0.72,0.54,0.57,NA,0.37
human3_lib2.final_cell_0743,0.77,0.67,0.66,NA,0.52,0.44
human3_lib2.final_cell_0744,0.7,0.67,0.32,0.51,NA,0.28
human3_lib2.final_cell_0745,0.81,0.69,0.64,0.51,0.42,0.26
human3_lib2.final_cell_0746,0.76,0.65,0.5,0.45,0.45,0.29
human3_lib2.final_cell_0747,0.74,NA,0.56,0.66,0.6,0.43
human3_lib2.final_cell_0748,0.76,0.68,0.55,0.53,NA,0.33
human3_lib2.final_cell_0749,0.77,0.69,0.59,0.55,0.27,0.37
human3_lib2.final_cell_0750,0.81,0.73,0.64,0.57,0.35,0.21
human3_lib2.final_cell_0751,0.8,0.69,0.57,0.62,0.34,0.21
human3_lib2.final_cell_0752,0.84,0.73,0.68,0.49,0.55,0.42
human3_lib2.final_cell_0753,0.83,0.73,0.68,0.54,0.56,0.46
human3_lib2.final_cell_0754,0.75,0.69,0.62,0.45,0.45,0.37
human3_lib2.final_cell_0755,0.81,0.75,0.67,0.58,NA,0.27
human3_lib2.final_cell_0756,0.79,0.7,0.63,0.45,0.52,0.43
human3_lib2.final_cell_0757,0.81,0.68,0.67,0.39,0.44,0.44
human3_lib2.final_cell_0758,0.74,0.73,0.55,0.61,0.59,0.38
human3_lib2.final_cell_0759,0.64,0.61,0.47,0.53,NA,0.33
human3_lib2.final_cell_0760,0.76,0.71,0.55,0.51,0.57,0.46
human3_lib2.final_cell_0761,0.83,0.68,0.68,0.53,0.53,0.22
human3_lib2.final_cell_0762,0.86,0.63,0.6,NA,0.48,0.43
human3_lib2.final_cell_0763,0.89,0.65,0.62,0.39,0.48,0.41
human3_lib2.final_cell_0764,0.76,0.68,0.56,0.54,0.52,0.37
human3_lib2.final_cell_0765,0.63,0.64,0.54,0.57,0.55,0.37
human3_lib2.final_cell_0766,0.83,0.76,0.62,0.53,0.58,0.38
human3_lib2.final_cell_0767,0.74,0.68,0.59,0.23,0.55,0.46
human3_lib2.final_cell_0768,0.73,0.66,0.5,0.59,0.38,0.31
human3_lib2.final_cell_0769,0.68,0.66,0.54,0.54,0.28,0.2
human3_lib2.final_cell_0770,0.78,0.7,0.6,0.54,NA,0.15
human3_lib2.final_cell_0771,0.67,0.67,0.54,0.54,0.55,0.4
human3_lib2.final_cell_0772,0.78,0.7,0.54,0.57,0.55,0.32
human3_lib2.final_cell_0773,0.76,0.66,0.56,0.58,0.55,0.4
human3_lib2.final_cell_0774,0.89,0.66,0.65,0.45,0.48,0.39
human3_lib2.final_cell_0775,0.71,0.68,0.56,0.45,NA,0.34
human3_lib2.final_cell_0776,0.66,0.63,0.52,0.4,0.28,0.24
human3_lib2.final_cell_0777,0.9,0.63,0.65,0.41,0.48,NA
human3_lib2.final_cell_0778,0.66,NA,0.53,0.58,0.56,0.48
human3_lib2.final_cell_0779,0.75,0.67,0.52,0.59,0.58,0.34
human3_lib2.final_cell_0780,0.77,0.68,0.57,0.55,0.5,0.23
human3_lib2.final_cell_0781,0.64,NA,0.46,0.61,0.6,0.34
human3_lib2.final_cell_0782,0.68,0.57,0.53,0.44,0.47,0.43
human3_lib2.final_cell_0783,0.8,0.66,0.6,0.55,0.5,0.35
human3_lib2.final_cell_0784,0.8,0.72,0.63,0.5,0.47,0.16
human3_lib2.final_cell_0785,0.76,NA,0.58,0.55,0.51,0.39
human3_lib2.final_cell_0786,0.8,0.69,0.59,0.57,0.54,0.35
human3_lib2.final_cell_0787,0.71,NA,0.51,0.64,NA,0.35
human3_lib2.final_cell_0788,0.71,0.72,0.61,0.52,0.52,0.38
human3_lib2.final_cell_0789,0.75,0.72,0.61,0.62,0.57,0.22
human3_lib2.final_cell_0790,0.69,0.62,0.5,0.55,0.33,0.35
human3_lib2.final_cell_0791,0.71,0.4,0.46,0.44,NA,0.34
human3_lib2.final_cell_0792,0.67,0.62,0.56,0.53,0.52,0.41
human3_lib2.final_cell_0793,0.76,NA,0.61,0.55,0.29,0.37
human3_lib2.final_cell_0794,0.77,0.69,0.6,0.55,0.32,0.47
human3_lib2.final_cell_0795,0.63,0.49,0.46,0.62,0.32,0.22
human3_lib2.final_cell_0796,0.67,0.7,0.48,0.52,0.57,0.44
human3_lib2.final_cell_0797,0.7,0.67,0.58,0.52,0.34,0.39
human3_lib2.final_cell_0798,0.64,0.7,0.24,0.43,NA,0.37
human3_lib2.final_cell_0799,0.78,0.74,0.63,0.6,NA,0.19
human3_lib2.final_cell_0800,0.88,0.65,0.64,0.44,0.46,0.36
human3_lib2.final_cell_0801,0.71,0.69,0.58,0.6,NA,0.25
human3_lib2.final_cell_0802,0.77,0.69,0.61,0.57,0.48,0.32
human3_lib2.final_cell_0803,0.77,0.71,0.59,0.47,0.5,NA
human3_lib2.final_cell_0804,0.74,0.66,0.56,0.5,0.49,0.29
human3_lib2.final_cell_0805,0.7,0.68,0.44,0.42,0.25,0.41
human3_lib2.final_cell_0806,0.69,0.66,0.57,0.54,0.5,0.37
human3_lib2.final_cell_0807,0.73,0.71,0.6,0.53,0.54,0.21
human3_lib2.final_cell_0808,0.72,0.65,0.51,0.52,0.53,0.17
human3_lib2.final_cell_0809,0.69,0.61,0.46,0.44,0.23,0.24
human3_lib2.final_cell_0810,0.7,0.63,0.49,0.54,0.25,0.24
human3_lib2.final_cell_0811,0.74,0.66,0.55,0.52,0.52,0.29
human3_lib2.final_cell_0812,0.72,0.65,0.52,0.47,0.45,0.34
human3_lib2.final_cell_0813,0.68,0.7,0.46,0.42,0.46,0.19
human3_lib2.final_cell_0814,0.65,0.66,0.48,0.57,0.56,0.37
human3_lib2.final_cell_0815,0.59,0.43,0.46,0.19,NA,NA
human3_lib2.final_cell_0816,0.64,0.63,0.53,0.45,0.43,0.15
human3_lib2.final_cell_0817,0.76,0.65,0.57,0.44,0.5,0.21
human3_lib2.final_cell_0818,0.87,0.64,0.65,0.44,0.47,0.36
human3_lib2.final_cell_0819,0.8,0.74,0.74,0.49,NA,0.35
human3_lib2.final_cell_0820,0.71,0.61,0.47,0.51,0.34,0.32
human3_lib2.final_cell_0821,0.7,0.67,0.53,0.5,NA,0.33
human3_lib2.final_cell_0822,0.75,0.66,0.53,0.56,0.53,0.32
human3_lib2.final_cell_0823,0.61,0.63,0.44,0.46,0.5,0.38
human3_lib2.final_cell_0824,0.77,0.68,0.66,0.4,0.41,0.38
human3_lib2.final_cell_0825,0.73,0.63,0.58,0.4,0.44,0.35
human3_lib2.final_cell_0826,0.61,0.64,0.47,0.53,NA,0.33
human3_lib2.final_cell_0827,0.67,0.62,0.52,0.53,0.24,0.36
human3_lib2.final_cell_0828,0.68,0.65,0.49,0.62,0.57,0.35
human3_lib2.final_cell_0829,0.75,0.64,0.52,0.57,0.56,0.19
human3_lib2.final_cell_0830,0.7,0.63,0.5,0.53,0.54,0.18
human3_lib2.final_cell_0831,0.58,0.64,0.39,0.56,0.53,0.18
human3_lib2.final_cell_0832,0.68,0.66,0.5,0.46,0.5,0.36
human3_lib2.final_cell_0833,0.67,0.62,0.46,0.44,0.32,0.35
human3_lib2.final_cell_0834,0.71,0.65,0.52,0.5,NA,0.17
human3_lib2.final_cell_0835,0.72,0.67,0.49,0.52,NA,0.37
human3_lib2.final_cell_0836,0.62,NA,0.46,0.49,0.5,0.37
human3_lib2.final_cell_0837,0.8,0.71,0.58,0.53,0.54,0.34
human3_lib2.final_cell_0838,0.73,0.65,0.54,0.51,0.54,0.43
human3_lib2.final_cell_0839,0.76,0.68,0.61,NA,0.54,0.41
human3_lib2.final_cell_0840,0.78,0.5,0.59,0.47,0.46,0.16
human3_lib2.final_cell_0841,0.64,0.58,0.56,0.36,0.26,0.35
human3_lib2.final_cell_0842,0.75,NA,0.54,0.46,0.47,0.41
human3_lib2.final_cell_0843,0.68,0.65,0.53,0.44,NA,0.36
human3_lib2.final_cell_0844,0.76,0.67,0.53,0.55,0.35,0.34
human3_lib2.final_cell_0845,0.67,0.65,0.49,0.53,NA,0.34
human3_lib2.final_cell_0846,0.72,0.65,0.6,0.44,0.5,0.37
human3_lib2.final_cell_0847,0.64,0.6,0.47,0.4,0.41,0.31
human3_lib2.final_cell_0848,0.68,0.6,0.5,0.53,0.34,0.36
human3_lib2.final_cell_0849,0.64,NA,0.39,0.58,0.32,0.29
human3_lib2.final_cell_0850,0.69,NA,0.48,0.57,0.42,0.31
human3_lib2.final_cell_0851,0.71,0.62,0.45,0.48,0.28,0.37
human3_lib2.final_cell_0852,0.62,0.61,0.43,0.45,0.43,0.18
human3_lib2.final_cell_0853,0.64,0.57,0.47,0.51,NA,NA
human3_lib2.final_cell_0854,0.59,0.59,0.41,0.4,0.38,0.31
human3_lib2.final_cell_0855,0.76,0.64,0.61,0.44,0.48,0.37
human3_lib2.final_cell_0856,0.74,0.71,0.62,0.44,0.49,0.36
human3_lib2.final_cell_0857,0.75,0.68,0.62,0.39,NA,0.35
human3_lib2.final_cell_0858,0.7,0.68,0.54,0.44,0.47,0.35
human3_lib2.final_cell_0859,0.63,0.61,0.44,0.51,NA,0.26
human3_lib2.final_cell_0860,0.67,0.62,0.51,0.52,0.5,0.16
human3_lib2.final_cell_0861,0.54,0.67,0.54,0.47,0.51,0.41
human3_lib2.final_cell_0862,0.69,0.63,0.46,0.57,0.29,0.34
human3_lib2.final_cell_0863,0.69,0.63,0.49,0.43,0.45,0.3
human3_lib2.final_cell_0864,0.7,NA,0.46,0.53,0.3,0.22
human3_lib2.final_cell_0865,0.64,0.56,0.42,0.5,0.46,0.13
human3_lib2.final_cell_0866,0.63,NA,0.54,0.5,0.47,0.38
human3_lib2.final_cell_0867,0.73,0.7,0.56,0.48,0.49,0.35
human3_lib2.final_cell_0868,0.75,0.67,0.61,0.43,0.49,0.33
human3_lib2.final_cell_0869,0.7,0.59,0.53,0.4,0.43,0.33
human3_lib2.final_cell_0870,0.48,NA,0.44,0.37,0.41,0.29
human3_lib2.final_cell_0871,0.68,0.63,0.47,0.52,0.54,0.18
human3_lib2.final_cell_0872,0.6,0.62,0.43,0.45,NA,0.32
human3_lib2.final_cell_0873,0.68,0.67,0.57,0.45,0.49,0.42
human3_lib2.final_cell_0874,0.61,0.56,0.45,0.45,NA,0.21
human3_lib2.final_cell_0875,0.61,0.59,0.39,0.53,0.53,0.18
human3_lib3.final_cell_0001,0.94,0.72,0.7,0.25,0.56,0.44
human3_lib3.final_cell_0002,0.93,0.74,0.71,0.54,0.58,0.44
human3_lib3.final_cell_0003,0.92,0.68,0.66,0.51,0.54,0.37
human3_lib3.final_cell_0004,0.95,0.69,0.67,0.28,0.58,0.44
human3_lib3.final_cell_0005,0.93,0.77,0.72,0.47,0.56,0.46
human3_lib3.final_cell_0006,0.94,0.74,0.7,0.29,0.61,0.46
human3_lib3.final_cell_0007,0.93,0.75,0.74,0.55,0.62,0.46
human3_lib3.final_cell_0008,0.86,0.74,0.7,0.56,0.61,0.44
human3_lib3.final_cell_0009,0.92,0.71,0.69,0.48,0.52,0.4
human3_lib3.final_cell_0010,0.93,0.72,0.73,0.51,0.59,0.44
human3_lib3.final_cell_0011,0.85,0.77,0.71,0.61,0.67,0.44
human3_lib3.final_cell_0012,0.93,0.73,0.73,0.57,0.59,0.48
human3_lib3.final_cell_0013,0.89,0.69,0.71,0.52,NA,0.41
human3_lib3.final_cell_0014,0.93,0.67,0.66,0.42,0.49,0.39
human3_lib3.final_cell_0015,0.95,0.75,0.73,0.52,0.6,0.46
human3_lib3.final_cell_0016,0.92,0.71,0.7,0.52,0.55,0.44
human3_lib3.final_cell_0017,0.95,0.71,0.68,0.45,0.52,0.4
human3_lib3.final_cell_0018,0.94,0.7,0.69,0.49,0.56,0.43
human3_lib3.final_cell_0019,0.92,0.63,0.61,0.22,0.52,0.36
human3_lib3.final_cell_0020,0.89,0.74,0.72,0.55,0.61,0.5
human3_lib3.final_cell_0021,0.94,0.76,0.75,0.28,0.62,0.49
human3_lib3.final_cell_0022,0.93,0.66,0.65,0.42,0.5,0.36
human3_lib3.final_cell_0023,0.95,0.74,0.71,0.55,0.61,0.45
human3_lib3.final_cell_0024,0.93,0.72,0.71,0.56,0.59,0.49
human3_lib3.final_cell_0025,0.93,0.72,0.73,0.53,0.6,0.46
human3_lib3.final_cell_0026,0.92,0.71,0.7,0.52,0.57,0.43
human3_lib3.final_cell_0027,0.93,0.7,0.67,0.47,0.54,0.44
human3_lib3.final_cell_0028,0.95,0.72,0.69,0.5,0.57,0.41
human3_lib3.final_cell_0029,0.95,0.74,0.71,0.57,0.6,0.46
human3_lib3.final_cell_0030,0.95,0.7,0.72,0.55,0.61,0.48
human3_lib3.final_cell_0031,0.92,0.69,0.67,0.27,0.58,0.31
human3_lib3.final_cell_0032,0.85,0.78,0.69,0.72,0.4,0.48
human3_lib3.final_cell_0033,0.92,0.71,0.72,0.54,0.56,0.42
human3_lib3.final_cell_0034,0.8,0.77,0.67,0.71,0.67,0.31
human3_lib3.final_cell_0035,0.92,0.71,0.72,0.52,0.58,0.42
human3_lib3.final_cell_0036,0.93,0.72,0.71,0.56,0.6,0.45
human3_lib3.final_cell_0037,0.93,0.78,0.75,0.37,0.64,0.47
human3_lib3.final_cell_0038,0.93,0.72,0.68,NA,0.57,0.44
human3_lib3.final_cell_0039,0.93,0.73,0.73,0.52,0.59,0.44
human3_lib3.final_cell_0040,0.92,0.73,0.7,0.58,0.62,NA
human3_lib3.final_cell_0041,0.91,0.73,0.7,0.54,0.61,0.51
human3_lib3.final_cell_0042,0.91,0.68,0.65,0.42,0.51,0.41
human3_lib3.final_cell_0043,0.93,0.7,0.71,NA,0.61,0.49
human3_lib3.final_cell_0044,0.8,0.75,0.71,0.58,0.63,0.48
human3_lib3.final_cell_0045,0.93,0.66,0.67,0.27,0.56,0.39
human3_lib3.final_cell_0046,0.94,0.69,0.7,0.48,0.51,0.4
human3_lib3.final_cell_0047,0.92,0.71,0.73,0.5,0.57,NA
human3_lib3.final_cell_0048,0.88,0.77,0.74,0.27,0.62,0.49
human3_lib3.final_cell_0049,0.95,0.73,0.69,NA,0.58,0.43
human3_lib3.final_cell_0050,0.94,0.72,0.67,0.21,0.6,0.45
human3_lib3.final_cell_0051,0.95,0.71,0.71,0.5,0.56,0.42
human3_lib3.final_cell_0052,0.86,0.76,0.65,0.67,0.35,0.41
human3_lib3.final_cell_0053,0.85,0.77,0.77,0.57,0.61,0.5
human3_lib3.final_cell_0054,0.77,0.73,0.62,0.65,0.66,NA
human3_lib3.final_cell_0055,0.83,0.79,0.73,0.57,0.63,0.49
human3_lib3.final_cell_0056,0.91,0.73,0.71,0.52,0.57,0.46
human3_lib3.final_cell_0057,0.91,0.66,0.64,0.43,0.53,0.4
human3_lib3.final_cell_0058,0.93,0.68,0.69,0.54,NA,0.43
human3_lib3.final_cell_0059,0.93,0.74,0.74,0.51,0.59,0.49
human3_lib3.final_cell_0060,0.9,0.72,0.7,0.19,0.58,0.45
human3_lib3.final_cell_0061,0.82,0.69,0.66,0.32,0.53,0.4
human3_lib3.final_cell_0062,0.95,0.74,0.72,0.52,0.6,NA
human3_lib3.final_cell_0063,0.89,0.72,0.68,0.53,0.59,0.48
human3_lib3.final_cell_0064,0.92,0.73,0.71,0.57,0.58,0.44
human3_lib3.final_cell_0065,0.93,0.63,0.62,NA,0.5,0.29
human3_lib3.final_cell_0066,0.93,0.7,0.71,0.28,0.35,0.42
human3_lib3.final_cell_0067,0.9,0.76,0.72,0.55,0.62,0.5
human3_lib3.final_cell_0068,0.94,0.73,0.7,0.52,0.58,0.46
human3_lib3.final_cell_0069,0.82,0.54,0.49,0.31,0.4,NA
human3_lib3.final_cell_0070,0.93,0.72,0.71,0.48,0.56,0.43
human3_lib3.final_cell_0071,0.94,0.72,0.71,NA,0.37,0.4
human3_lib3.final_cell_0072,0.91,0.71,0.7,0.27,0.6,0.46
human3_lib3.final_cell_0073,0.94,0.69,0.66,0.49,0.51,0.38
human3_lib3.final_cell_0074,0.91,0.61,0.63,0.42,NA,0.34
human3_lib3.final_cell_0075,0.91,0.75,0.75,0.32,0.59,0.31
human3_lib3.final_cell_0076,0.77,0.76,0.73,0.31,0.65,0.5
human3_lib3.final_cell_0077,0.94,0.71,0.71,0.52,0.59,0.47
human3_lib3.final_cell_0078,0.93,0.7,0.69,0.5,0.55,0.45
human3_lib3.final_cell_0079,0.92,0.74,0.72,0.5,0.58,0.47
human3_lib3.final_cell_0080,0.91,0.7,0.69,0.48,0.55,0.42
human3_lib3.final_cell_0081,0.94,0.67,0.67,0.53,0.56,0.45
human3_lib3.final_cell_0082,0.92,0.7,0.72,0.52,0.33,0.39
human3_lib3.final_cell_0083,0.7,0.46,0.6,0.57,0.57,0.48
human3_lib3.final_cell_0084,0.9,0.72,0.73,0.53,0.59,0.44
human3_lib3.final_cell_0085,0.94,0.68,0.67,0.52,0.56,0.44
human3_lib3.final_cell_0086,0.75,0.49,0.62,0.62,0.64,0.52
human3_lib3.final_cell_0087,0.84,0.8,0.71,0.67,NA,0.48
human3_lib3.final_cell_0088,0.91,0.7,0.66,0.3,0.59,0.46
human3_lib3.final_cell_0089,0.94,0.7,0.69,0.45,0.34,0.38
human3_lib3.final_cell_0090,0.94,0.71,0.69,0.52,0.57,0.39
human3_lib3.final_cell_0091,0.84,0.75,0.71,0.58,NA,0.23
human3_lib3.final_cell_0092,0.94,0.69,0.67,0.55,0.6,0.28
human3_lib3.final_cell_0093,0.82,0.78,0.69,0.66,NA,0.43
human3_lib3.final_cell_0094,0.95,0.68,0.68,0.52,NA,0.43
human3_lib3.final_cell_0095,0.93,0.7,0.7,0.25,0.57,0.44
human3_lib3.final_cell_0096,0.91,0.65,0.66,0.45,0.5,0.42
human3_lib3.final_cell_0097,0.87,0.8,0.72,0.74,0.66,0.46
human3_lib3.final_cell_0098,0.9,0.66,0.66,0.28,0.51,0.39
human3_lib3.final_cell_0099,0.93,0.71,0.68,0.24,0.59,0.46
human3_lib3.final_cell_0100,0.93,0.72,0.69,0.51,0.56,0.45
human3_lib3.final_cell_0101,0.92,0.64,0.64,0.27,0.5,NA
human3_lib3.final_cell_0102,0.77,0.7,0.62,0.65,0.61,0.24
human3_lib3.final_cell_0103,0.94,0.7,0.68,0.47,0.56,0.42
human3_lib3.final_cell_0104,0.85,0.82,0.74,0.68,0.34,0.31
human3_lib3.final_cell_0105,0.8,0.74,0.61,0.62,0.61,0.25
human3_lib3.final_cell_0106,0.9,0.61,0.63,0.39,0.32,0.35
human3_lib3.final_cell_0107,0.82,0.78,0.69,0.64,0.35,0.43
human3_lib3.final_cell_0108,0.8,0.72,0.59,0.6,0.35,0.39
human3_lib3.final_cell_0109,0.94,0.73,0.72,0.48,0.54,0.42
human3_lib3.final_cell_0110,0.79,0.74,0.64,0.59,0.62,0.48
human3_lib3.final_cell_0111,0.92,0.76,0.75,0.58,0.62,0.48
human3_lib3.final_cell_0112,0.81,0.74,0.65,0.6,0.37,0.19
human3_lib3.final_cell_0113,0.93,0.69,0.65,0.5,0.56,0.41
human3_lib3.final_cell_0114,0.78,0.72,0.57,0.62,0.6,0.4
human3_lib3.final_cell_0115,0.77,0.76,0.63,0.66,0.39,0.43
human3_lib3.final_cell_0116,0.85,0.83,0.77,0.67,0.34,0.45
human3_lib3.final_cell_0117,0.82,0.79,0.65,0.6,0.66,0.57
human3_lib3.final_cell_0118,0.9,0.71,0.69,0.51,0.59,0.43
human3_lib3.final_cell_0119,0.95,0.7,0.68,0.53,0.58,0.47
human3_lib3.final_cell_0120,0.9,0.73,0.75,0.49,0.54,0.43
human3_lib3.final_cell_0121,0.82,0.78,0.66,0.56,0.32,NA
human3_lib3.final_cell_0122,0.92,0.7,0.67,0.5,0.57,0.47
human3_lib3.final_cell_0123,0.92,0.7,0.71,0.49,0.57,0.43
human3_lib3.final_cell_0124,0.71,0.73,0.57,0.63,NA,0.32
human3_lib3.final_cell_0125,0.88,0.81,0.69,0.69,0.36,0.46
human3_lib3.final_cell_0126,0.92,0.7,0.71,0.49,0.53,0.41
human3_lib3.final_cell_0127,0.87,0.82,0.74,0.7,NA,0.45
human3_lib3.final_cell_0128,0.94,0.72,0.74,0.53,0.57,0.45
human3_lib3.final_cell_0129,0.89,0.74,0.69,0.54,0.61,0.5
human3_lib3.final_cell_0130,0.75,0.73,0.57,0.69,0.67,0.46
human3_lib3.final_cell_0131,0.83,0.75,0.62,0.64,0.37,0.28
human3_lib3.final_cell_0132,0.9,0.72,0.68,0.53,0.59,0.55
human3_lib3.final_cell_0133,0.82,0.78,0.61,0.67,0.64,0.42
human3_lib3.final_cell_0134,0.72,0.74,0.58,0.63,0.65,0.53
human3_lib3.final_cell_0135,0.93,0.72,0.74,0.5,0.57,0.47
human3_lib3.final_cell_0136,0.81,0.74,0.67,0.58,0.31,0.24
human3_lib3.final_cell_0137,0.85,0.79,0.69,0.67,NA,0.23
human3_lib3.final_cell_0138,0.86,0.8,0.7,0.7,0.39,0.45
human3_lib3.final_cell_0139,0.86,0.66,0.59,0.49,0.56,0.45
human3_lib3.final_cell_0140,0.84,0.72,0.62,0.64,0.63,0.4
human3_lib3.final_cell_0141,0.82,0.74,0.65,0.55,NA,0.38
human3_lib3.final_cell_0142,0.82,0.77,0.65,0.59,0.39,NA
human3_lib3.final_cell_0143,0.89,0.62,0.62,0.47,0.52,0.19
human3_lib3.final_cell_0144,0.88,0.74,0.7,0.61,0.4,0.47
human3_lib3.final_cell_0145,0.94,0.66,0.65,0.44,0.55,0.37
human3_lib3.final_cell_0146,0.82,0.8,0.71,0.57,0.64,0.54
human3_lib3.final_cell_0147,0.85,0.76,0.7,0.66,0.61,0.29
human3_lib3.final_cell_0148,0.82,0.74,0.61,0.62,NA,0.39
human3_lib3.final_cell_0149,0.78,0.73,0.66,0.62,0.61,0.4
human3_lib3.final_cell_0150,0.83,0.74,0.6,0.65,0.41,0.25
human3_lib3.final_cell_0151,0.8,0.71,0.58,0.56,0.37,0.38
human3_lib3.final_cell_0152,0.91,0.73,0.72,0.54,0.57,0.44
human3_lib3.final_cell_0153,0.78,0.74,0.61,0.66,0.37,0.42
human3_lib3.final_cell_0154,0.8,0.79,0.66,0.6,0.65,0.54
human3_lib3.final_cell_0155,0.92,0.72,0.73,0.53,0.58,0.45
human3_lib3.final_cell_0156,0.9,0.7,0.7,0.24,0.53,0.43
human3_lib3.final_cell_0157,0.93,0.71,0.7,0.23,0.6,0.43
human3_lib3.final_cell_0158,0.87,0.81,0.74,0.71,0.65,0.28
human3_lib3.final_cell_0159,0.78,0.68,0.61,0.5,0.48,0.26
human3_lib3.final_cell_0160,0.93,0.68,0.68,0.47,0.55,0.43
human3_lib3.final_cell_0161,0.77,0.71,0.62,0.59,NA,0.37
human3_lib3.final_cell_0162,0.92,0.64,0.65,0.41,0.48,0.34
human3_lib3.final_cell_0163,0.87,0.72,0.7,0.29,0.61,0.47
human3_lib3.final_cell_0164,0.93,0.75,0.74,0.54,0.61,0.46
human3_lib3.final_cell_0165,0.85,0.77,0.64,0.64,0.35,NA
human3_lib3.final_cell_0166,0.9,0.72,0.71,0.51,0.58,0.46
human3_lib3.final_cell_0167,0.77,0.73,0.62,0.6,0.37,0.21
human3_lib3.final_cell_0168,0.92,0.67,0.66,0.49,0.55,0.45
human3_lib3.final_cell_0169,0.77,0.73,0.6,0.63,0.62,0.38
human3_lib3.final_cell_0170,0.91,0.67,0.69,0.31,0.52,0.42
human3_lib3.final_cell_0171,0.83,0.77,0.64,0.65,0.61,0.42
human3_lib3.final_cell_0172,0.84,0.76,0.73,0.56,0.62,0.53
human3_lib3.final_cell_0173,0.93,0.71,0.71,0.51,0.58,0.42
human3_lib3.final_cell_0174,0.9,0.76,0.76,NA,0.64,0.52
human3_lib3.final_cell_0175,0.85,0.77,0.68,0.63,0.66,0.52
human3_lib3.final_cell_0176,0.92,0.69,0.68,0.41,0.53,0.43
human3_lib3.final_cell_0177,0.91,0.69,0.71,0.5,0.55,0.47
human3_lib3.final_cell_0178,0.8,0.76,0.62,0.64,0.6,0.22
human3_lib3.final_cell_0179,0.92,0.67,0.64,0.45,0.55,0.44
human3_lib3.final_cell_0180,0.9,0.68,0.67,0.41,0.48,0.45
human3_lib3.final_cell_0181,0.83,0.77,0.64,0.64,NA,NA
human3_lib3.final_cell_0182,0.88,0.82,0.77,0.63,0.68,0.63
human3_lib3.final_cell_0183,0.82,0.75,0.65,0.65,0.36,0.43
human3_lib3.final_cell_0184,0.82,0.78,0.65,0.64,0.37,0.28
human3_lib3.final_cell_0185,0.83,0.78,0.65,0.66,0.38,0.22
