reference,mapping,threshold,n_features,n_nn,accuracy
klein,klein,0.5,2000,10,62.7162311372838
klein,klein,0.5,2000,10,55.76002944424
klein,klein,0.5,2000,10,61.6488774383511
klein,klein,0.5,2000,10,60.5079131394921
klein,klein,0.5,2000,10,54.9503128450497
klein,klein,0.5,2000,10,62.9370629370629
klein,klein,0.5,2000,10,55.9808612440191
klein,klein,0.5,2000,10,56.0912771439087
klein,klein,0.5,2000,10,63.2683106367317
klein,klein,0.5,2000,10,59.1829223408171
klein,klein,0.5,2000,10,58.7412587412587
klein,klein,0.5,2000,10,62.4217887375782
klein,klein,0.5,2000,10,61.2808244387192
klein,klein,0.5,2000,10,56.2753036437247
klein,klein,0.5,2000,10,52.4107471475893
klein,klein,0.5,2000,10,58.8884799411115
klein,klein,0.5,2000,10,60.9863820390136
klein,klein,0.5,2000,10,60.3238866396761
klein,klein,0.5,2000,10,54.6190651453809
klein,klein,0.5,2000,10,58.5204269414796
klein,klein,0.5,2000,10,59.1461170408539
klein,klein,0.5,2000,10,57.6370997423629
klein,klein,0.5,2000,10,57.1218255428782
klein,klein,0.5,2000,10,54.6190651453809
klein,klein,0.5,2000,10,56.6433566433566
klein,klein,0.5,2000,10,56.4961354435039
klein,klein,0.5,2000,10,59.1093117408907
klein,klein,0.5,2000,10,64.262053735738
klein,klein,0.5,2000,10,57.1954361428046
klein,klein,0.5,2000,10,58.41001104159
klein,klein,0.5,2000,10,58.2995951417004
klein,klein,0.5,2000,10,63.3419212366581
klein,klein,0.5,2000,10,57.6370997423629
klein,klein,0.5,2000,10,62.6794258373206
klein,klein,0.5,2000,10,61.2072138387928
klein,klein,0.5,2000,10,60.1030548398969
klein,klein,0.5,2000,10,56.9746043430254
klein,klein,0.5,2000,10,60.3606919396393
klein,klein,0.5,2000,10,58.0787633419212
klein,klein,0.5,2000,10,61.0967979389032
klein,klein,0.5,2000,10,56.2384983437615
klein,klein,0.5,2000,10,55.7968347442032
klein,klein,0.5,2000,10,63.2683106367317
klein,klein,0.5,2000,10,57.8947368421053
klein,klein,0.5,2000,10,61.05999263894
klein,klein,0.5,2000,10,61.2808244387192
klein,klein,0.5,2000,10,62.0169304379831
klein,klein,0.5,2000,10,60.4711078395289
klein,klein,0.5,2000,10,62.9738682370261
klein,klein,0.5,2000,10,60.1398601398601
klein,klein,0.5,2000,10,65.218991534781
klein,klein,0.5,2000,10,58.1891792418108
klein,klein,0.5,2000,10,54.9503128450497
klein,klein,0.5,2000,10,61.7592933382407
klein,klein,0.5,2000,10,56.5329407434671
klein,klein,0.5,2000,10,61.8697092381303
klein,klein,0.5,2000,10,59.0357011409643
klein,klein,0.5,2000,10,63.7835848362164
klein,klein,0.5,2000,10,55.9440559440559
klein,klein,0.5,2000,10,60.9495767390504
klein,klein,0.5,2000,10,61.9801251380199
klein,klein,0.5,2000,10,64.7405226352595
klein,klein,0.5,2000,10,59.8822230401178
klein,klein,0.5,2000,10,61.7960986382039
klein,klein,0.5,2000,10,63.0842841369157
klein,klein,0.5,2000,10,56.9377990430622
klein,klein,0.5,2000,10,63.0474788369525
klein,klein,0.5,2000,10,59.5877806404122
klein,klein,0.5,2000,10,52.8524107471476
klein,klein,0.5,2000,10,58.5204269414796
klein,klein,0.5,2000,10,65.6974604343025
klein,klein,0.5,2000,10,54.1405962458594
klein,klein,0.5,2000,10,59.0357011409643
klein,klein,0.5,2000,10,60.5447184394553
klein,klein,0.5,2000,10,54.9135075450865
klein,klein,0.5,2000,10,62.3113728376886
klein,klein,0.5,2000,5,40.0073610599926
klein,klein,0.5,2000,5,44.608023555392
klein,klein,0.5,2000,5,42.0316525579683
klein,klein,0.5,2000,5,38.6823702613176
klein,klein,0.5,2000,5,39.6393080603607
klein,klein,0.5,2000,5,49.1718807508281
klein,klein,0.5,2000,5,42.6573426573427
klein,klein,0.5,2000,5,39.7865292602135
klein,klein,0.5,2000,5,40.6698564593301
klein,klein,0.5,2000,5,43.5038645564961
klein,klein,0.5,2000,5,43.4302539565698
klein,klein,0.5,2000,5,41.774015458226
klein,klein,0.5,2000,5,41.7004048582996
klein,klein,0.5,2000,5,41.2219359587781
klein,klein,0.5,2000,5,45.0864924549135
klein,klein,0.5,2000,5,38.755980861244
klein,klein,0.5,2000,5,42.5837320574163
klein,klein,0.5,2000,5,43.6142804563857
klein,klein,0.5,2000,5,40.5226352594774
klein,klein,0.5,2000,5,41.1115200588885
klein,klein,0.5,2000,5,42.2524843577475
klein,klein,0.5,2000,5,42.6941479573059
klein,klein,0.5,2000,5,40.264998159735
klein,klein,0.5,2000,5,40.9274935590725
klein,klein,0.5,2000,5,45.4177401545823
klein,klein,0.5,2000,5,38.8663967611336
klein,klein,0.5,2000,5,43.3934486566066
klein,klein,0.5,2000,5,42.2524843577475
klein,klein,0.5,2000,5,38.4983437615017
klein,klein,0.5,2000,5,44.8288553551711
klein,klein,0.5,2000,5,38.9032020610968
klein,klein,0.5,2000,5,40.264998159735
klein,klein,0.5,2000,5,45.8962090541038
klein,klein,0.5,2000,5,41.0011041589989
klein,klein,0.5,2000,5,40.7066617592933
klein,klein,0.5,2000,5,44.9024659550975
klein,klein,0.5,2000,5,44.608023555392
klein,klein,0.5,2000,5,40.0441663599558
klein,klein,0.5,2000,5,36.4372469635627
klein,klein,0.5,2000,5,42.0684578579315
klein,klein,0.5,2000,5,44.7184394552816
klein,klein,0.5,2000,5,42.4365108575635
klein,klein,0.5,2000,5,39.0504232609496
klein,klein,0.5,2000,5,41.6267942583732
klein,klein,0.5,2000,5,41.9948472580052
klein,klein,0.5,2000,5,40.6330511593669
klein,klein,0.5,2000,5,40.7434670592565
klein,klein,0.5,2000,5,39.0504232609496
klein,klein,0.5,2000,5,39.9705557600294
klein,klein,0.5,2000,5,40.1913875598086
klein,klein,0.5,2000,5,40.5962458594038
klein,klein,0.5,2000,5,47.0003680529996
klein,klein,0.5,2000,5,40.3386087596614
klein,klein,0.5,2000,5,41.4427677585572
klein,klein,0.5,2000,5,41.9212366580788
klein,klein,0.5,2000,5,45.8962090541038
klein,klein,0.5,2000,5,40.3754140596246
klein,klein,0.5,2000,5,44.5344129554656
klein,klein,0.5,2000,5,43.5774751564225
klein,klein,0.5,2000,5,43.3934486566066
klein,klein,0.5,2000,5,39.7865292602135
klein,klein,0.5,2000,5,41.2219359587781
klein,klein,0.5,2000,5,41.4795730585204
klein,klein,0.5,2000,5,43.7983069562017
klein,klein,0.5,2000,5,41.2219359587781
klein,klein,0.5,2000,5,39.6761133603239
klein,klein,0.5,2000,5,44.7552447552448
klein,klein,0.5,2000,5,39.2712550607287
klein,klein,0.5,2000,5,44.608023555392
klein,klein,0.5,2000,5,44.0927493559073
klein,klein,0.5,2000,5,44.792050055208
klein,klein,0.5,2000,5,43.0622009569378
klein,klein,0.5,2000,5,44.8288553551711
klein,klein,0.5,2000,5,44.0927493559073
klein,klein,0.5,2000,5,47.2948104527052
klein,klein,0.5,2000,5,40.5226352594774
klein,klein,0.5,2000,5,36.3636363636364
klein,klein,0.5,2000,5,45.0496871549503
klein,klein,0.5,2000,5,39.6393080603607
klein,klein,0.5,2000,5,45.2705189547295
klein,klein,0.5,2000,5,42.1052631578947
klein,klein,0.5,2000,5,46.5587044534413
klein,klein,0.5,2000,5,39.2344497607655
klein,klein,0.5,2000,5,42.9517850570482
klein,klein,0.5,2000,5,44.9392712550607
klein,klein,0.5,2000,5,46.6323150533677
klein,klein,0.5,2000,5,42.6941479573059
klein,klein,0.5,2000,5,45.748987854251
klein,klein,0.5,2000,5,44.2031652557968
klein,klein,0.5,2000,5,40.449024659551
klein,klein,0.5,2000,5,45.9698196540302
klein,klein,0.5,2000,5,42.1052631578947
klein,klein,0.5,2000,5,38.0198748619801
klein,klein,0.5,2000,5,42.5101214574899
klein,klein,0.5,2000,5,48.4725800515274
klein,klein,0.5,2000,5,36.9525211630475
klein,klein,0.5,2000,5,42.8045638571954
klein,klein,0.5,2000,5,43.283032756717
klein,klein,0.5,2000,5,37.3573794626426
klein,klein,0.5,2000,5,45.7857931542142
klein,klein,0.5,500,10,65.1085756348914
klein,klein,0.5,500,10,65.0717703349282
klein,klein,0.5,500,10,63.6731689363268
klein,klein,0.5,500,10,64.9613544350386
klein,klein,0.5,500,10,65.1821862348178
klein,klein,0.5,500,10,64.3356643356643
klein,klein,0.5,500,10,63.7467795362532
klein,klein,0.5,500,10,63.7835848362164
klein,klein,0.5,500,10,65.6606551343393
klein,klein,0.5,500,10,63.5627530364373
klein,klein,0.5,500,10,66.9856459330144
klein,klein,0.5,500,10,63.7467795362532
klein,klein,0.5,500,10,63.0842841369157
klein,klein,0.5,500,10,64.262053735738
klein,klein,0.5,500,10,64.1516378358484
klein,klein,0.5,500,10,66.4703717335296
klein,klein,0.5,500,10,68.2002208317998
klein,klein,0.5,500,10,63.1210894368789
klein,klein,0.5,500,10,67.2432830327567
klein,klein,0.5,500,10,66.9488406330511
klein,klein,0.5,500,10,62.6426205373574
klein,klein,0.5,500,10,66.2127346337873
klein,klein,0.5,500,10,65.8078763341921
klein,klein,0.5,500,10,64.4092749355907
klein,klein,0.5,500,10,66.35995583364
klein,klein,0.5,500,10,64.8509385351491
klein,klein,0.5,500,10,62.6794258373206
klein,klein,0.5,500,10,63.2683106367317
klein,klein,0.5,500,10,64.7405226352595
klein,klein,0.5,500,10,65.3662127346338
klein,klein,0.5,500,10,64.1148325358852
klein,klein,0.5,500,10,64.3724696356275
klein,klein,0.5,500,10,63.0842841369157
klein,klein,0.5,500,10,65.587044534413
klein,klein,0.5,500,10,64.7037173352963
klein,klein,0.5,500,10,65.2926021347074
klein,klein,0.5,500,10,65.9182922340817
klein,klein,0.5,500,10,64.1884431358116
klein,klein,0.5,500,10,63.7467795362532
klein,klein,0.5,500,10,64.262053735738
klein,klein,0.5,500,10,65.6238498343761
klein,klein,0.5,500,10,63.0474788369525
klein,klein,0.5,500,10,65.6606551343393
klein,klein,0.5,500,10,62.7898417372102
klein,klein,0.5,500,10,64.5196908354803
klein,klein,0.5,500,10,66.6912035333088
klein,klein,0.5,500,10,64.0412219359588
klein,klein,0.5,500,10,64.9613544350386
klein,klein,0.5,500,10,65.6606551343393
klein,klein,0.5,500,10,65.4766286345234
klein,klein,0.5,500,10,64.4092749355907
klein,klein,0.5,500,10,62.2745675377254
klein,klein,0.5,500,10,64.7037173352963
klein,klein,0.5,500,10,63.4155318365845
klein,klein,0.5,500,10,65.034965034965
klein,klein,0.5,500,10,66.5071770334928
klein,klein,0.5,500,10,64.9245491350755
klein,klein,0.5,500,10,63.2315053367685
klein,klein,0.5,500,10,64.078027235922
klein,klein,0.5,500,10,64.4092749355907
klein,klein,0.5,500,10,63.7835848362164
klein,klein,0.5,500,10,62.3481781376518
klein,klein,0.5,500,10,62.9738682370261
klein,klein,0.5,500,10,64.7037173352963
klein,klein,0.5,500,10,64.7405226352595
klein,klein,0.5,500,10,66.728008833272
klein,klein,0.5,500,10,64.3356643356643
klein,klein,0.5,500,10,62.4585940375414
klein,klein,0.5,500,10,64.7037173352963
klein,klein,0.5,500,10,65.7710710342289
klein,klein,0.5,500,10,64.8509385351491
klein,klein,0.5,500,10,66.4335664335664
klein,klein,0.5,500,10,63.4523371365477
klein,klein,0.5,500,10,63.6363636363636
klein,klein,0.5,500,10,65.2926021347074
klein,klein,0.5,500,10,64.7037173352963
klein,klein,0.5,500,10,66.1391240338609
klein,klein,0.5,500,10,67.4641148325359
klein,klein,0.5,500,10,63.4155318365845
klein,klein,0.5,500,10,63.1578947368421
klein,klein,0.5,500,10,66.8384247331616
klein,klein,0.5,500,10,65.5502392344498
klein,klein,0.5,500,10,65.4766286345234
klein,klein,0.5,500,10,67.1328671328671
klein,klein,0.5,500,10,65.2926021347074
klein,klein,0.5,500,10,65.6606551343393
klein,klein,0.5,500,10,64.262053735738
klein,klein,0.5,500,10,64.7773279352227
klein,klein,0.5,500,10,65.3662127346338
klein,klein,0.5,500,10,64.3356643356643
klein,klein,0.5,500,10,64.4460802355539
klein,klein,0.5,500,10,67.6849466323151
klein,klein,0.5,500,10,65.1085756348914
klein,klein,0.5,500,10,63.0474788369525
klein,klein,0.5,500,10,64.8141332351859
klein,klein,0.5,500,10,66.4335664335664
klein,klein,0.5,500,10,63.5259477364741
klein,klein,0.5,500,10,64.7037173352963
klein,klein,0.5,500,10,66.3231505336768
klein,klein,0.5,500,10,62.9002576370997
klein,klein,0.5,500,5,46.7427309532573
klein,klein,0.5,500,5,46.8531468531469
klein,klein,0.5,500,5,45.748987854251
klein,klein,0.5,500,5,47.3316157526684
klein,klein,0.5,500,5,47.1843945528156
klein,klein,0.5,500,5,45.6753772543246
klein,klein,0.5,500,5,44.9392712550607
klein,klein,0.5,500,5,45.1601030548399
klein,klein,0.5,500,5,48.1781376518219
klein,klein,0.5,500,5,45.8594037541406
klein,klein,0.5,500,5,49.2086860507913
klein,klein,0.5,500,5,44.8656606551343
klein,klein,0.5,500,5,45.4177401545823
klein,klein,0.5,500,5,47.4052263525948
klein,klein,0.5,500,5,46.0066249539934
klein,klein,0.5,500,5,48.6934118513066
klein,klein,0.5,500,5,49.4663231505337
klein,klein,0.5,500,5,45.4545454545455
klein,klein,0.5,500,5,50.276039749724
klein,klein,0.5,500,5,48.1781376518219
klein,klein,0.5,500,5,44.792050055208
klein,klein,0.5,500,5,45.7121825542878
klein,klein,0.5,500,5,47.6996687523003
klein,klein,0.5,500,5,46.7795362532205
klein,klein,0.5,500,5,47.6628634523371
klein,klein,0.5,500,5,46.3010673536989
klein,klein,0.5,500,5,45.4545454545455
klein,klein,0.5,500,5,45.0864924549135
klein,klein,0.5,500,5,45.9698196540302
klein,klein,0.5,500,5,47.4052263525948
klein,klein,0.5,500,5,45.3073242546927
klein,klein,0.5,500,5,46.3010673536989
klein,klein,0.5,500,5,45.1601030548399
klein,klein,0.5,500,5,46.1538461538462
klein,klein,0.5,500,5,45.4913507545086
klein,klein,0.5,500,5,46.9635627530364
klein,klein,0.5,500,5,48.767022451233
klein,klein,0.5,500,5,45.564961354435
klein,klein,0.5,500,5,45.933014354067
klein,klein,0.5,500,5,45.933014354067
klein,klein,0.5,500,5,46.0066249539934
klein,klein,0.5,500,5,44.7552447552448
klein,klein,0.5,500,5,47.2948104527052
klein,klein,0.5,500,5,45.4177401545823
klein,klein,0.5,500,5,46.88995215311
klein,klein,0.5,500,5,48.398969451601
klein,klein,0.5,500,5,45.8962090541038
klein,klein,0.5,500,5,46.2274567537725
klein,klein,0.5,500,5,46.9635627530364
klein,klein,0.5,500,5,46.5955097534045
klein,klein,0.5,500,5,45.6753772543246
klein,klein,0.5,500,5,44.0191387559809
klein,klein,0.5,500,5,47.1107839528892
klein,klein,0.5,500,5,45.0496871549503
klein,klein,0.5,500,5,46.0434302539566
klein,klein,0.5,500,5,49.4295178505705
klein,klein,0.5,500,5,46.6323150533677
klein,klein,0.5,500,5,45.6017666543982
klein,klein,0.5,500,5,44.8656606551343
klein,klein,0.5,500,5,47.2211998527788
klein,klein,0.5,500,5,45.933014354067
klein,klein,0.5,500,5,44.1295546558704
klein,klein,0.5,500,5,44.792050055208
klein,klein,0.5,500,5,46.0802355539198
klein,klein,0.5,500,5,47.1475892528524
klein,klein,0.5,500,5,48.2517482517483
klein,klein,0.5,500,5,45.1232977548767
klein,klein,0.5,500,5,43.3934486566066
klein,klein,0.5,500,5,47.1843945528156
klein,klein,0.5,500,5,47.6260581523739
klein,klein,0.5,500,5,46.7795362532205
klein,klein,0.5,500,5,48.4725800515274
klein,klein,0.5,500,5,44.0191387559809
klein,klein,0.5,500,5,45.748987854251
klein,klein,0.5,500,5,45.6017666543982
klein,klein,0.5,500,5,46.3010673536989
klein,klein,0.5,500,5,48.5093853514906
klein,klein,0.5,500,5,48.5461906514538
klein,klein,0.5,500,5,45.564961354435
klein,klein,0.5,500,5,46.7059256532941
klein,klein,0.5,500,5,48.398969451601
klein,klein,0.5,500,5,47.073978652926
klein,klein,0.5,500,5,47.7364740522635
klein,klein,0.5,500,5,47.1475892528524
klein,klein,0.5,500,5,47.1843945528156
klein,klein,0.5,500,5,49.3191019506809
klein,klein,0.5,500,5,46.7059256532941
klein,klein,0.5,500,5,46.4482885535517
klein,klein,0.5,500,5,45.6753772543246
klein,klein,0.5,500,5,46.6323150533677
klein,klein,0.5,500,5,46.3010673536989
klein,klein,0.5,500,5,48.6566065513434
klein,klein,0.5,500,5,47.9205005520795
klein,klein,0.5,500,5,45.1969083548031
klein,klein,0.5,500,5,47.6996687523003
klein,klein,0.5,500,5,47.8836952521163
klein,klein,0.5,500,5,45.3441295546559
klein,klein,0.5,500,5,47.3684210526316
klein,klein,0.5,500,5,48.4725800515274
klein,klein,0.5,500,5,44.0927493559073
klein,klein,0.5,5000,10,44.5344129554656
klein,klein,0.5,5000,10,47.8468899521531
klein,klein,0.5,5000,10,46.8531468531469
klein,klein,0.5,5000,10,53.9933750460066
klein,klein,0.5,5000,10,47.7732793522267
klein,klein,0.5,5000,10,46.0066249539934
klein,klein,0.5,5000,10,44.6816341553184
klein,klein,0.5,5000,10,46.0802355539198
klein,klein,0.5,5000,10,46.7795362532205
klein,klein,0.5,5000,10,45.2337136547663
klein,klein,0.5,5000,10,46.4114832535885
klein,klein,0.5,5000,10,44.3135811556864
klein,klein,0.5,5000,10,44.0559440559441
klein,klein,0.5,5000,10,50.1288185498712
klein,klein,0.5,5000,10,41.58998895841
klein,klein,0.5,5000,10,49.2822966507177
klein,klein,0.5,5000,10,47.5524475524476
klein,klein,0.5,5000,10,42.4733161575267
klein,klein,0.5,5000,10,50.4600662495399
klein,klein,0.5,5000,10,41.8844313581156
klein,klein,0.5,5000,10,45.4913507545086
klein,klein,0.5,5000,10,45.9698196540302
klein,klein,0.5,5000,10,45.8225984541774
klein,klein,0.5,5000,10,43.0622009569378
klein,klein,0.5,5000,10,49.0614648509385
klein,klein,0.5,5000,10,48.582995951417
klein,klein,0.5,5000,10,47.1475892528524
klein,klein,0.5,5000,10,43.3566433566434
klein,klein,0.5,5000,10,46.2274567537725
klein,klein,0.5,5000,10,43.8719175561281
klein,klein,0.5,5000,10,45.6385719543614
klein,klein,0.5,5000,10,43.7983069562017
klein,klein,0.5,5000,10,49.9447920500552
klein,klein,0.5,5000,10,55.207949944792
klein,klein,0.5,5000,10,47.6260581523739
klein,klein,0.5,5000,10,39.2712550607287
klein,klein,0.5,5000,10,39.8233345601767
klein,klein,0.5,5000,10,43.5774751564225
klein,klein,0.5,5000,10,41.58998895841
klein,klein,0.5,5000,10,47.3684210526316
klein,klein,0.5,5000,10,44.6448288553552
klein,klein,0.5,5000,10,48.398969451601
klein,klein,0.5,5000,10,47.0003680529996
klein,klein,0.5,5000,10,42.3629002576371
klein,klein,0.5,5000,10,45.8225984541774
klein,klein,0.5,5000,10,44.5344129554656
klein,klein,0.5,5000,10,41.0747147589253
klein,klein,0.5,5000,10,41.0747147589253
klein,klein,0.5,5000,10,49.0982701509017
klein,klein,0.5,5000,10,46.2274567537725
klein,klein,0.5,5000,10,44.6448288553552
klein,klein,0.5,5000,10,42.8413691571586
klein,klein,0.5,5000,10,41.3691571586308
klein,klein,0.5,5000,10,48.8774383511226
klein,klein,0.5,5000,10,45.6385719543614
klein,klein,0.5,5000,10,44.0191387559809
klein,klein,0.5,5000,10,42.6205373573795
klein,klein,0.5,5000,10,46.3010673536989
klein,klein,0.5,5000,10,43.1358115568642
klein,klein,0.5,5000,10,46.7059256532941
klein,klein,0.5,5000,10,46.5955097534045
klein,klein,0.5,5000,10,40.5226352594774
klein,klein,0.5,5000,10,45.9698196540302
klein,klein,0.5,5000,10,40.9642988590357
klein,klein,0.5,5000,10,46.7059256532941
klein,klein,0.5,5000,10,52.1899153478101
klein,klein,0.5,5000,10,48.5093853514906
klein,klein,0.5,5000,10,47.2948104527052
klein,klein,0.5,5000,10,49.1350754508649
klein,klein,0.5,5000,10,47.7364740522635
klein,klein,0.5,5000,10,47.8100846521899
klein,klein,0.5,5000,10,44.2767758557232
klein,klein,0.5,5000,10,42.1788737578211
klein,klein,0.5,5000,10,47.8100846521899
klein,klein,0.5,5000,10,43.9455281560545
klein,klein,0.5,5000,10,46.0434302539566
klein,klein,0.5,5000,10,51.6378358483622
klein,klein,0.5,5000,10,40.6698564593301
klein,klein,0.5,5000,10,52.9996319470004
klein,klein,0.5,5000,10,45.8225984541774
klein,klein,0.5,5000,10,42.7677585572322
klein,klein,0.5,5000,10,43.8351122561649
klein,klein,0.5,5000,10,44.6448288553552
klein,klein,0.5,5000,10,48.0309164519691
klein,klein,0.5,5000,10,41.5531836584468
klein,klein,0.5,5000,10,48.3253588516746
klein,klein,0.5,5000,10,42.2156790577843
klein,klein,0.5,5000,10,45.1601030548399
klein,klein,0.5,5000,10,48.6198012513802
klein,klein,0.5,5000,10,53.0732425469268
klein,klein,0.5,5000,10,48.5461906514538
klein,klein,0.5,5000,10,46.8163415531837
klein,klein,0.5,5000,10,46.3746779536253
klein,klein,0.5,5000,10,42.9517850570482
klein,klein,0.5,5000,10,50.4968715495031
klein,klein,0.5,5000,10,50.5704821494295
klein,klein,0.5,5000,10,48.6934118513066
klein,klein,0.5,5000,10,46.6691203533309
klein,klein,0.5,5000,10,50.7177033492823
klein,klein,0.5,5000,10,50.3864556496136
klein,klein,0.5,5000,5,30.4747883695252
klein,klein,0.5,5000,5,33.2351858667648
klein,klein,0.5,5000,5,33.1247699668752
klein,klein,0.5,5000,5,38.3143172616857
klein,klein,0.5,5000,5,32.4990798675009
klein,klein,0.5,5000,5,33.0143540669856
klein,klein,0.5,5000,5,29.6650717703349
klein,klein,0.5,5000,5,31.6893632683106
klein,klein,0.5,5000,5,31.4685314685315
klein,klein,0.5,5000,5,31.6157526683842
klein,klein,0.5,5000,5,31.8365844681634
klein,klein,0.5,5000,5,28.3400809716599
klein,klein,0.5,5000,5,30.7324254692676
klein,klein,0.5,5000,5,34.9282296650718
klein,klein,0.5,5000,5,28.8553551711446
klein,klein,0.5,5000,5,35.6275303643725
klein,klein,0.5,5000,5,33.1983805668016
klein,klein,0.5,5000,5,26.6838424733162
klein,klein,0.5,5000,5,36.1796098638204
klein,klein,0.5,5000,5,27.0518954729481
klein,klein,0.5,5000,5,30.437983069562
klein,klein,0.5,5000,5,31.2108943687891
klein,klein,0.5,5000,5,29.8859035701141
klein,klein,0.5,5000,5,29.9963194700037
klein,klein,0.5,5000,5,33.6032388663968
